Wind_Farm,,Common_name,Name,Number,EPBC_Status,FFG_Status,Bioregional_conservation_status,Type,Report_Table_Num,Potential_Impact,Potential_Impact_Significance,Notes
Seadragon,,Beardless Bog-sedge,Schoenus imberbis,,,vu,,Threatened flora species,A1.1,Medium,,
Seadragon,,Shingle Fireweed,Senecio diaschides,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Annual Fireweed,Senecio glomeratus subsp. longifructus,,,vu,,Threatened flora species,A1.1,Medium,,
Seadragon,,Rush Lily,Sowerbaea juncea,,,vu,,Threatened flora species,A1.1,High,,
Seadragon,,Winter,Thelymitra hiemalis,,,cr,,Threatened flora species,A1.1,Medium,,
Seadragon,,Ribbed Thryptomene,Thryptomene micrantha,,,en,,Threatened flora species,A1.1,High,,
Seadragon,,Pricky Arrowgrass,Triglochin mucronata,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Dusky Violet,Viola fuscoviolacea,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Parsley Xanthosia,Xanthosia leiophylla,,,en,,Threatened flora species,A1.1,Medium,,
Seadragon,,Pink Zieria,Zieria veronicea subsp. Veronicea,,,en,,Threatened flora species,A1.1,High,,
Star of the South,,Coastal Dune Scrub/Coastal Dune Grassland Mosaic (EVC 1),,,,,Depleted,Modeled EVC,5,,,
Star of the South,,Coast Banksia Woodland (EVC 2),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Damp Sands Herb-rich Woodland (EVC 3),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Coastal Saltmarsh (EVC 9),,,,,Least Concern,Modeled EVC,5,,,
Star of the South,,Estuarine Wetland (EVC 10),,,,,Least concern,Modeled EVC,5,,,
Star of the South,,Lowland Forest (EVC 16),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Riparian Forest (EVC 18),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Grassy Dry Forest (EVC 22),,,,,Least Concern,Modeled EVC,5,,,
Star of the South,,Floodplain Riparian Woodland (EVC 21),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Damp Forest (EVC 29),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Heathy Woodland (EVC 48),,,,,Least concern,Modeled EVC,5,,,
Star of the South,,Swamp Scrub (EVC 53),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Plains Grassy Woodland (EVC 55),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Swampy Riparian Woodland (EVC 83),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Plains Grassland (EVC132),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Sedge Wetland (EVC 136),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Mangrove Shrubland (EVC 140),,,,,Least concern,Modeled EVC,5,,,
Star of the South,,Plains Grassy Forest (EVC 151),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Creekline Herb-rich Woodland (EVC 164),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Grassy Woodland (EVC 175),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Riparian Scrub (EVC 191),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Swamp Scrub/Plains Grassland Mosaic (EVC 687),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Lowland Forest/Heathy Woodland Mosaic (EVC 698),,,,,Vulnerable,Modeled EVC,5,,,
Star of the South,,Clay Heathland (EVC 7) / Damp Heathy Woodland (EVC 703),,,,,Depleted Vulnerable,Modeled EVC,5,,,
Star of the South,,Gully Woodland (EVC 902),,,,,Endangered,Modeled EVC,5,,,
Star of the South,,Brittle Star,Amphiura triscacantha,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Sea-cucumber,Apsolidium densum,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Sea-cucumber,Apsolidium handrecki,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Brittle star,Ophiocomina australis,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Sea-cucumber,Pentocnus bursatus,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Sea-cucumber,Thyone nigra,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Sea-cucumber,Trochodota shepherdi,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Stalked hydroid species,Ralpharia coccinea,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Chiton species,Bassethullia glypta,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Marine Opisthobranch,Platydoris galbana,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Marine Opisthobranch,Rhodope species,,,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Great White Shark,Carcharodon carcharias,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Australian Grayling,Prototroctes maraena,,Vulnerable,L,,EPBC/FFG threatened offshore species,6,Possible (larval and juvenile stage only),,
Star of the South,,Southern Bluefin Tuna,Thunnus maccoyii,,Conservation dependent,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Humpback Whale,Megaptera novaeangliae,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Shy Albatross,Thalassarche cauta,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Buller's Albatross,Thalassarche bulleri,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Sooty Albatross,Phoebetria fusca,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Southern Royal Albatross,Diomedea epomophora,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Wandering Albatross,Diomedea exulans,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Indian Yellow-nosed Albatross,Thalassarche carteri,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Southern Giant-petrel,Macronectes giganteus,,"Endangered, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Northern Giant-petrel,Macronectes halli,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,Little Tern,Sternula albifrons,,Migratory,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Caspian Tern,Sterna caspia,,Migratory,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Fairy Tern,Sternula nereis nereis,,Vulnerable,L,,EPBC/FFG threatened offshore species,6,Possible,,
Star of the South,,Hooded Plover,Thinornis cucullatus cucullatus,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,White-throated Needletail,Hirundapus caudacutus,,"Vulnerable, Migratory",L,,EPBC/FFG threatened offshore species,6,Likely,,
Star of the South,,River Swamp Wallabygrass,Amphibromus fluitans,,VU,,,Threatened onshore flora,7,Likely to occur - Habitat exists and recorded within study area. Recorded at Port of Hastings by Biosis in 2015.,,
Star of the South,,Dwarf Kerrawang,Commersonia prostrata,,EN,L,en,Threatened onshore flora,7,Likely to occur - Habitat exists and recorded within study area. Habitat modelled within referral area.,,
Star of the South,,Matted Flax-lily,Dianella amoena,,EN,L,en,Threatened onshore flora,7,Possible to occur - Habitat exists and recorded within study area. Recorded by Biosis in,,
Star of the South,,Trailing Hop-bush,Dodonaea procumbens,,VU,,vu,Threatened onshore flora,7,Possible to occur - Habitat exists and records within study area. Important population exists east of Seaspray. Habitat modelled within referral area.,,
Star of the South,,Strzelecki Gum,Eucalyptus strzeleckii,,VU,L,vu,Threatened onshore flora,7,Possible to occur - Habitat exists and records within study area. Habitat modelled within referral area.,,
Star of the South,,Maroon Leek-orchid,Prasophyllum frenchii,,EN,L,en,Threatened onshore flora,7,Possible to occur - Habitat exists but no records within the study area. Unconfirmed Prasophyllum specimen recorded Biosis in 2001,,
Star of the South,,Green-striped Greenhood,Pterostylis chlorogramma,,VU,L,vu,Threatened onshore flora,7,Likely to occur - Habitat exists and records within study area. Recorded by Biosis in 2001. Habitat modelled within referral area.,,
Star of the South,,Metallic Sun-orchid,Thelymitra epipactoides,,EN,L,en,Threatened onshore flora,7,Possible to occur - Habitat exists and records within study area. Records also within Gippsland Lakes Coastal Park.,,
Star of the South,,Winter Sun-orchid,Thelymitra hiemalis,,,L,en,Threatened onshore flora,7,Possible to occur - Habitat exists and records within study area. Habitat modelled within referral area.,,
Star of the South,,Spiral Sun-orchid,Thelyrmitra matthewsii,,VU,L,vu,Threatened onshore flora,7,Possible to occur - Habitat exists and records within study area. Habitat modelled within referral area.,,
Star of the South,,Swamp Everlasting,Xerochrysum palustre,,VU,L,vu,Threatened onshore flora,7,Possible to occur - Habitat exists but unsuitable soil type across majority of study area. Record from Port of Hastings potentially a VBA data error.,,
Star of the South,,Australasian Bittern,Botaurus poiciloptilus,,EN,L,en,Threatened onshore fauna,8,Likely to occur. Habitat exists and recorded within study area,,
Star of the South,,Australian Little Bittem,Ixobrychus dubius,,,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within broader landscape (Jack Smith Lake,,
Star of the South,,Australasian Shoveler,Spatula rhynchotis,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Baillons Crake,Porzana pusilla,,,L,vu,Threatened onshore fauna,8,Possible to occur - Habitat present within study area.,,
Star of the South,,Barking Owl,Ninox connivens,,,L,en,Threatened onshore fauna,8,Likely to occur.,,
Star of the South,,Black Falcon,Falco subniger,,,L,vu,Threatened onshore fauna,8,Likely to occur - Recorded within study area.,,
Star of the South,,Blue-billed Duck,Oxyura australis,,,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Caspian Tem,Hydroprogne caspia,,M,L,nt,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Chestnut-rumped Heathwren,Calamanthus pyrrhopygius,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Common Greenshank,Tringa nebularia,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Fork-tailed Swift,Apus pacificus,,M,,,Threatened onshore fauna,8,Likely to occur - Suitable habitat exists and recorded within study area. Recorded during field assessment.,,
Star of the South,,Freckled Duck,Stictonetta naevosa,,,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Glossy Ibis,Plegadis falcinellus,,M,,nt,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Eastern Great Egret,Ardea alba modesta,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded,,
Star of the South,,Grey Goshawk,Accipiter novaehollandiae,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Gull-billed Tern,Gelochelidon nilotica affinus,,,L,,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Hardhead,Aythya australis,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Intermediate Egret,Ardea intermedia,,,L,en,Threatened onshore fauna,8,Possible to occur - Habitat exists within study area.,,
Star of the South,,Latham's Snipe,Gallinago hardwickii,,M,,nt,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Lewin's Rail,Lewinia pectoralis,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Little Egret,Egretta garzetta,,,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Marsh Sandpiper,Tringa stagnatilis,,M,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Masked Owl,Tyto novaehollandiae,,,L,en,Threatened onshore fauna,8,Possible to occur - Habitat exists and recorded within broader landsca e.,,
Star of the South,,Musk Duck,Biziura lobata,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Powerful Owl,Ninox strenua,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Red-necked Stint,Calidris ruficollis,,M,,,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Rufous Fantail,Rhipidura rufifrons,,M,,,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Satin Flycatcher,Myiagra cyanoleuca,,M,,,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Sharp-tailed Sandpiper,Calidris acuminata,,M,,,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Square-tailed Kite,Lophoictinia isura,,,L,nt,Threatened onshore fauna,8,Possible to occur - Recorded in broader landscape. Potential visitor.,,
Star of the South,,Swift Parrot,Lathamus discolor,,CR,L,en,Threatened onshore fauna,8,Possible to occur - Habitat exists within the study area.,,
Star of the South,,White-bellied Sea-Eagle,Haliaeetus leucogaster,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Broad-toothed Rat,Mastacomys fuscus mordicus,,,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists within the study area.,,
Star of the South,,Common Bentwing Bat,Miniopterus schreibersii,,,L,,Threatened onshore fauna,8,Possible to occur - Habitat exists within the study area. Not recorded within study area or nearby.,,
Star of the South,,Grey-headed Flying-fox,Pteropus poliocephalus,,VU,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists within the study area.,,
Star of the South,,New Holland Mouse,Pseudomys novaehollandiae,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Southern Brown Bandicoot,Isoodon obesulus obesulus,,EN,L,nt,Threatened onshore fauna,8,Likely to occur - Suitable habitat at the Port ofHastings_,,
Star of the South,,Southern Greater Glider,Petauroides volans,,VU,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Spot-tailed Quoll,Dasyurus maculatus maculatus,,EN,L,en,Threatened onshore fauna,8,Possible to occur - Habitat exists and recorded within study area.,,
Star of the South,,Swamp Antechinus,Antechinus minimus maritimus,,VU,L,nt,Threatened onshore fauna,8,Possible to occur - Habitat exists.,,
Star of the South,,White-footed Dunnart,Sminthopsis leucopus,,,L,nt,Threatened onshore fauna,8,Possible to occur - Habitat exists and recorded within study area.,,
Star of the South,,Lace Monitor,Varanus varius,,,,en,Threatened onshore fauna,8,Likely to occur - Suitable habitat exists and recorded within study area. Recorded during field assessment.,,
Star of the South,,Swamp Skink,Lissolepis coventryi,,,L,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Glossy Grass Skink,Pseudemoia rawlinsoni,,,,vu,Threatened onshore fauna,8,Likely to occur - Suitable habitat exists and recorded close to study area.,,
Star of the South,,Growling Grass Frog,Litoria raniformis,,VU,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Martins Toadlet,Uperoleia martini,,,L,cr,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Southern Toadlet,Pseudophryne semimarmorata,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Dwarf Galaxias,Galaxiella pusilla,,VU,L,en,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Flinders Fygmy Perch,Nannoperca australis,,,,vu,Threatened onshore fauna,8,Likely to occur - Habitat exists and recorded within study area.,,
Star of the South,,Bacchus Marsh Wattle,Acacia rostriforrris,1,,L,,Flora,A1,,,
Star of the South,,Buloke,Allocasuarina Iuehmannii,7,,L,,Flora,A1,,,
Star of the South,,River Swamp Wallaby-grass,Amphibromus fiuitans,3,vu,,,Flora,A1,,,
Star of the South,,Shining Cudweed,Argyrotegium nitidulum,1,vu,,,Flora,A1,,,
Star of the South,,Dookie Daisy,Brachyscome gracilis subsp. graciliS,1,,L,,Flora,A1,,,
Star of the South,,"Eastern Spider, orchid",Caladenia orientalis,,EN,L,,Flora,A1,,,
Star of the South,,Thick-lip Spider-orchid,Caladenia tessellata,1,vu,,,Flora,A1,,,
Star of the South,,Dwarf Kerrawang,Commersonia prostra ta,8,EN,L,,Flora,A1,,,
Star of the South,,Spotted Gum,Corymbia maculata,1,,,,Flora,A1,,,
Star of the South,,Spreading Scurf-pea,Cullen patens,1,,L,,Flora,A1,,,
Star of the South,,Tough Scurf-pea,Cullen tenax,1,,L,,Flora,A1,,,
Star of the South,,Lima Stringybark,Eucalyptus alligatrix Subsp. limaensis,1,EN,L,,Flora,A1,,,
Star of the South,,Bellarine Yellow-gum,Eucalyptus leucoxylon Subsp. bellarinensis,1,,L,,Flora,A1,,,
Star of the South,,Strzelecki Gum,Eucayptus strzeleckii,3,VU,L,,Flora,A1,,,
Star of the South,,Clover Glycine,Glycine Iatrobeana,1,VU,L,,Flora,A1,,,
Star of the South,,Colquhoun Grevillea,Grevillea celata,1,VU,L,,Flora,A1,,,
Star of the South,,Anglesea Grevillea,Grevillea infecunda,3,VU,L,,Flora,A1,,,
Star of the South,,Dergholm Guinea-flower,Hibbedia humifusa Subsp.debilis,1,VU,L,,Flora,A1,,,
Star of the South,,Lanky Buttons,Leptorhynchos elongatus,1,,,,Flora,A1,,,
Star of the South,,White Sunray,Leucochrysum aIbicans subsp. tricolor,1,EN,L,,Flora,A1,,,
Star of the South,,Salt Paperbark,Melaleuca halmaturorum subsp. halmaturorum,1,,L,,Flora,A1,,,
Star of the South,,Slender Myworum,Myoporum floribundum,1,,L,,Flora,A1,,,
Star of the South,,Harsh Nematolepis,Nematolepis squamea subsp. retusa,1,VU,L,,Flora,A1,,,
Star of the South,,Wimmera Rice-flower,Pimelea spinescens subsp. pubiflora,1,CR,L,,Flora,A1,,,
Star of the South,,Spiny Rice-flower,Pimelea spiresærs sudp. spinescens,2,CR,L,,Flora,A1,,,
Star of the South,,Maroon Leek-orchid,Prasophyflum frenchii,,EN,L,,Flora,A1,,,
Star of the South,,Coastal Leek-orchid,Prasophyllum litorale,1,,L,,Flora,A1,,,
Star of the South,,Dense Leek-orchid,Prasophyllum spicatum,,VU,,,Flora,A1,,,
Star of the South,,Wellington Mint-busy,Prostanthera galbraithiae,,VU,L,,Flora,A1,,,
Star of the South,,Leafy Greenhood,Pterostylis cucullata,,VU,L,,Flora,A1,,,
Star of the South,,Swamp Greenhood,Pterostylis tenuissima,0,VU,,,Flora,A1,,,
Star of the South,,Hairy Tails,Ptilotus erubescens,1,,L,,Flora,A1,,,
Star of the South,,Button Wrinklewort,Rutidosis leptorrhynchoides,1,EN,L,,Flora,A1,,,
Star of the South,,Swamp Fireweed,Senecio psilocarpus,,VU,,,Flora,A1,,,
Star of the South,,Kneed Swainson-pea,Swainsona reticulata,1,,L,,Flora,A1,,,
Star of the South,,Silky Swainson-pea,Swainsona sericea,1,,L,,Flora,A1,,,
Star of the South,,Spiral Sun-orchid,Thelymitra matthewsii,1,VU,L,,Flora,A1,,,
Star of the South,,Australian Painted-snipe,Rostratula australis,0,EN,,,Birds,A1,,,
Star of the South,,Bar-tailed Godwit,Limosa lapponica,0,VU,,,Birds,A1,,,
Star of the South,,Black-browed Albatross,Thalassarche melanophris,1,VU,,,Birds,A1,,,
Star of the South,,Black-faced Monarch,Monarcha melanopsis,0,,,,Birds,A1,,,
Star of the South,,Black-tailed Godwit,Limosa limosa,0,,,,Birds,A1,,,
Star of the South,,Blue Petrel,Halobaena caerulea,0,VU,,,Birds,A1,,,
Star of the South,,Campbell Albatross,Thalassarche impavida,0,VU,,,Birds,A1,,,
Star of the South,,Common Sandpiper,Actitis hypoleucos,0,,,,Birds,A1,,,
Star of the South,,Crested Tern,Thalasseus bergii,1,,,,Birds,A1,,,
Star of the South,,Curlew Sandpiper,Calidris ferruginea,3,CR,,,Birds,A1,,,
Star of the South,,Double-banded Plover,Charadrius bicinctus,4,,,,Birds,A1,,,
Star of the South,,Eastem Curlew,Numenius madagascariensis,1,CR,,,Birds,A1,,,
Star of the South,,Elegant parrot,Neophema elegans,,,,,Birds,A1,,,
Star of the South,,Fairy Prion,Pachyptila turtur,0,,,,Birds,A1,,,
Star of the South,,Fairy Tern,Sternula nereis,0,VU,L,,Birds,A1,,,
Star of the South,,Flesh-footed Shearwater,Puffinus carneipes,0,,,,Birds,A1,,,
Star of the South,,Gould's Petrel,Pterodroma leucoptera,0,EN,,,Birds,A1,,,
Star of the South,,Great Knot,Calidris tenuirostris,0,CR,L,,Birds,A1,,,
Star of the South,,Greater Sand Plover,Charadrius leschenaultii,0,VU,,,Birds,A1,,,
Star of the South,,Grey Plover,Pluvialis squatarola,0,,,,Birds,A1,,,
Star of the South,,Grey-headed Albatross,Thalassarche chrysostoma,0,EN,L,,Birds,A1,,,
Star of the South,,Grey-tailed Tattler,Tringa brevipes,0,,L,,Birds,A1,,,
Star of the South,,Ground Parrot,Pezoporus wallicus,,,L,,Birds,A1,,,
Star of the South,,Hooded Plover,Thinornis cucullatus,1,VU,L,,Birds,A1,,,
Star of the South,,King Quail,Synoicus chlnensis,,,L,,Birds,A1,,,
Star of the South,,Latham's Snipe,Gamnago hardwickii,7,,,,Birds,A1,,,
Star of the South,,Lesser Sand Plover,Charadrius mongolus,0,EN,,,Birds,A1,,,
Star of the South,,Lewin's Rail,Lewinia pectoral's,1,,L,,Birds,A1,,,
Star of the South,,Little Curlew,Numenius minutus,0,,,,Birds,A1,,,
Star of the South,,New Zealand Wandering Albatross,Diomedea antipodensis,0,VU,,,Birds,A1,,,
Star of the South,,Northern Royal Albatross,Diomedea sanfordi,0,EN,,,Birds,A1,,,
Star of the South,,Orange-bellied Parrot,Neophema chrysogaster,2,CR,L,,Birds,A1,,,
Star of the South,,Oriental Plover,Charadrius veredus,0,,,,Birds,A1,,,
Star of the South,,Osprey,Pandion cristatus,0,,,,Birds,A1,,,
Star of the South,,Pacific Golden Plover,Pluvialis fulva,3,,,,Birds,A1,,,
Star of the South,,Painted Honeyeater,Grantiella picta,0,VU,L,,Birds,A1,,,
Star of the South,,Pectoral Sandpiper,Calidris melanotos,0,,,,Birds,A1,,,
Star of the South,,Red Knot,Calidris canutus,0,EN,,,Birds,A1,,,
Star of the South,,Regent Honeyeater,Anthochaera phrygia,0,CR,L,,Birds,A1,,,
Star of the South,,Ruddy Turnstone,Arenaria interpres,2,,,,Birds,A1,,,
Star of the South,,Ruff,Philomachus pugnax,0,,,,Birds,A1,,,
Star of the South,,Salvin's Albatross,Thalassarche salvini,0,VU,,,Birds,A1,,,
Star of the South,,Sanderling,Calidris alba,0,,,,Birds,A1,,,
Star of the South,,Short-tailed Shearwater,Puffinus tenuirostris,2,,,,Birds,A1,,,
Star of the South,,Sooty owl,Tyto tenebrisca,0,,L,,Birds,A1,,,
Star of the South,,Sooty Shearwater,Puffinus grisea,0,,,,Birds,A1,,,
Star of the South,,Terek Sandpiper,Xenus cinereus,0,,L,,Birds,A1,,,
Star of the South,,Whimbrel,Numenius phaeopus,0,,,,Birds,A1,,,
Star of the South,,Wood Sandpiper,Tringa glareola,0,,,,Birds,A1,,,
Star of the South,,Yellow Wagtail Mammals,Motacilla nava,0,,,,Birds,A1,,,
Star of the South,,Long-nosed Potoroo,Potorous tridactylus trisulcatus,0,VU,L,,Mammals,A1,,,
Star of the South,,Swamp Antechinus,Antechinus minim us maritimus,0,VU,L,,Mammals,A1,,,
Star of the South,,Lace Monitor,Varanus varlus,18,,,,Reptiles,A1,,,
Star of the South,,Green and Golden Bell Frog,Litoria aurea,0,VU,,,Frogs,A1,,,
Star of the South,,Growling Grass Frog,Litoria raniformls,2,VU,L,,Frogs,A1,,,
Star of the South,,Yarra Pygmy Perch,Nannoperca obscura,,VU,L,,Fish,A1,,,
Star of the South,,Mudfish,Neochanna cleaveri,,,L,,Fish,A1,,,
Star of the South,,Golden Sun Moth,Synemon plana,0,CR,L,,Invertebrates,A1,,,
Victoria Offshore Windfarm project,,Coast Ground-berry,Acrotriche cordata,25,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Bitter-bush,Adriana quadripartita,4,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,River Swamp Wallaby-grass,Amphibromus fluitans,7,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Silver Everlasting,Argentipallium dealbatum,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Shredded Spleenwort,Asplenium acthiopicum,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Glistening Saltbush,Atriplex billardierei,4,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Neat Spear-grass,Austrostipa mundula,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Velvet Apple-berry,Billardiera scandens s.s.,5,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Hairy Boronia,Boronia pilosa subsp. torquata,22,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Wiry Bossiaea,Bossiaea cordigera,5,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Lizard Orchid,Burnettia cuneata,8,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Limestone Spider-orchid,Caladenia calcicola,,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Striped Pink-fingers,Caladenia carnea var. subulata,1,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coloured Spider-orchid,Caladenia colorata,,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Scented Spider-orchid,Caladenia fragrantissima,158,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Melblom 's Spider'orchid,Caladenia hastata,,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Eastern Spider-orchid,Caladcnia orientalis,9,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Ornate Pink Fingers,Caladenia ornata,5,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Veined Spider-orchid,Caladenia reticulata s.s.,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Large White Spider-orchid,Caladenia venusta,6,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Forest Bitter-cress,Cardamine papillata,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Curly Sedge,Carex tasmanica,13,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Wrinkled Cassinia,Cassima rugata,14,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Leafy Twig-sedge,Cladium procerum,16,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Colobanth,Colobanthus apetalus var. apetalus,15,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Small Milkwort,Comesperma polygaloides,1,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Pale Swamp Everlasting,Coronidium gunnianum,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Velvet White Correa,Correa alba var. pannosa,21,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Tiny Midge-orchid,Corunastylis nuda,9,,,,Threatened flora,A5,,,
